Par;Barra;Tipo;Caso A;Legenda_A;Imax_A;I0_Max_A;Unbalance_A(%);H3_A;H5_A;H7_A;THD_A(%);Caso B;Legenda_B;Imax_B;I0_Max_B;Unbalance_B(%);H3_B;H5_B;H7_B;THD_B(%);V_Regime_A;VUF_Max_A(%);V_Regime_B;VUF_Max_B(%)
7;V_800_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;;;;;;;;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;;;;;;;;80537,42250384108;241344,19541531935;24833,144964213352;174600,78653643976
7;V_T2F_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;;;;;;;;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;;;;;;;;86907,00042321494;100,0;25726,67211537097;29538,957955159425
7;V_818_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;;;;;;;;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;;;;;;;;86905,76309941126;100,0;14018,379764031562;75653,85332338433
7;V_820_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;;;;;;;;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;;;;;;;;86879,11556973684;100,0;13479,593563204702;18979,656063504222
7;V_822_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT s/terra;;;;;;;;T2F (Trifásico a Dois Fios) | Com regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F s/terra;;;;;;;;86876,50609924158;100,0;13402,9723441531;15875,4235864777
8;I_800_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;10,438526104431627;4,443358575835187e-15;162,4598200420707;0,0;0,0;0,0;0,0;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;11,849287011908329;1,1258291624675562e-14;16975,965643298536;0,0;0,0;0,0;0,0;;;;
8;I_T2F_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;13,892441951548314;6,130128769797739;100,0;0,08179982074877848;0,0021244019313675067;0,0020770166593326485;420,5910183106967;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;12,456677391094548;6,620091075326062e-15;81541,81396566961;0,0;0,0;0,0;0,0;;;;
8;I_818_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;13,91979361676059;6,143762740004903;100,0;0,08193574824912869;0,0021264398102423137;0,0020823832450010175;420,5936551729045;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;20,123345852662986;9,76547583684744e-15;176124,87841488942;0,0;0,0;0,0;0,0;;;;
8;I_820_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;10,381920722739826;4,892374796588076;100,0;0,054515457623054646;0,0014314119514418522;0,0022850976064132025;353,02406379956716;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;8,883186402065883;5,1704564175537895e-15;186585,81421245728;0,0;0,0;0,0;0,0;;;;
8;I_822_raw;Corrente;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;5,304120327239483;2,5007063623721835;100,0;0,027867853547179015;0,0007205386789072023;0,0011525091093294952;353,8419186360854;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;8,876469755843331;5,831695305500342e-15;186670,46848457635;0,0;0,0;0,0;0,0;;;;
8;V_800_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;;;;;;;;74459,04775058449;337318,87696877203;24846,052148326155;104516,80531201382
8;V_T2F_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;;;;;;;;74318,9543166068;100,0;24307,449619989908;166321,27630129879
8;V_818_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;;;;;;;;74317,69434840503;100,0;13166,315882501307;23217,663635591412
8;V_820_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;;;;;;;;74289,85225975895;100,0;12661,532760786951;45604,80611384393
8;V_822_raw;Tensao;MRT (Monofásico c/ Retorno por Terra/Neutro) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);MRT SR s/terra;;;;;;;;T2F (Trifásico a Dois Fios) | Sem regulador | Sem aterramento da subestação | Caso em regime (sem falta);T2F SR s/terra;;;;;;;;74287,02976932663;100,0;12589,747551921586;28772,117921971243
